region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2004,62.25969737
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2004,3.95
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2004,80.9
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,96.5
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2003,4.056
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2003,165
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2003,138
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2004,70.88
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2004,2.5706749390196
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2004,204144
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2003,58.14652308
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2002,193957
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2003,70.512
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2003,5.649
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2003,30.597
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,96.3
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2003,79.7
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2003,2.54823927782766
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2003,198963
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2002,70.129
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2002,5.832
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2002,2.43668202471152
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2002,165
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2002,139
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2002,52.08723381
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,96.1
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2002,78.4
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2002,31.219
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2001,77.1
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2002,4.162
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2001,4.268
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,95.9
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2001,50.00055992
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2001,141
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2001,168
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2001,189288
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2001,2.26003753070532
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2001,69.732
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2001,6.026
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2001,31.84
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2000,32.443
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",2000,4.368
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,2000,170
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,2000,143
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",2000,69.319
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),2000,75.8
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),2000,52.4997887
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,6.431
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",2000,185058
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),2000,2.02624807673398
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1999,1.8207614452156
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,95.7
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2000,6.227
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1999,74.5
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1999,95.5
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),1999,52.08679535
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1999,144
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1999,171
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1998,73.2
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1999,4.459
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1999,68.889
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1999,181346
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1999,33.009
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1998,145
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,95.2
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1998,6.634
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1998,68.444
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1998,172
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1998,33.53
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),1998,57.52268719
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1998,4.542
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1998,1.73903634320996
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1997,6.832
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1998,178074
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1997,4.614
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1997,150
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1997,198
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1997,175004
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1997,1.84661798792178
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),1997,47.99930841
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1997,67.985
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1997,71.8
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,95
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1996,172
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1996,144
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1997,34.002
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),1996,38.92080657
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1996,70.5
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1996,171802
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1996,2.09748953728573
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1996,7.025
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1996,67.517
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1996,34.42
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1996,4.677
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,94.8
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1995,34.783
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1995,171
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1995,144
East Asia & Pacific,Vanuatu,Health: Health services,Health expenditure per capita (current US$),1995,43.22457576
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1995,67.041
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,94.6
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1995,69.2
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1995,4.73
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1994,4.775
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1995,168236
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1995,2.42277488309805
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1995,7.212
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1994,35.092
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1994,171
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1994,144
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1994,66.56
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1994,7.395
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1992,7.76
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1994,2.71293677155201
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1994,164209
East Asia & Pacific,Vanuatu,Health: Population: Structure,"Population, total",1993,159814
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,Population growth (annual %),1993,2.90254493113523
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1993,171
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1993,143
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1993,4.814
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1993,35.362
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1993,94.2
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1993,66.5
East Asia & Pacific,Vanuatu,Health: Disease prevention,Improved water source (% of population with access),1994,67.8
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1994,94.4
East Asia & Pacific,Vanuatu,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1993,7.577
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1993,66.078
East Asia & Pacific,Vanuatu,Health: Mortality,"Life expectancy at birth, female (years)",1992,65.598
East Asia & Pacific,Vanuatu,Health: Reproductive health,"Fertility rate, total (births per woman)",1992,4.85
East Asia & Pacific,Vanuatu,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1992,94
East Asia & Pacific,Vanuatu,Health: Mortality,Number of under-five deaths,1992,172
East Asia & Pacific,Vanuatu,Health: Mortality,Number of infant deaths,1992,143
